,key
4049,LOCALIDAD
4050,lanes:bus:backward
4051,boundary_name
4052,permanent_camping
4053,MOE:authority
4054,overtaking:motor_vehicle
4055,right:province
4056,aerialway:station
4057,piste:lanes
4058,MOE:gender
4059,railway:signal:train_protection:type
4060,communication:mobile
4061,ref:SIREN
4062,mitre:colour
4063,placement:both_ways
4064,damage:evaluation_date:imagery
4065,swisstopo:OBJEKTART
4066,seamark:buoy_lateral:colour_pattern
4067,ref:dhis2
4068,ref:shop:num
4069,construction:building
4070,was:natural
4071,historic:operator
4072,nuclear_explosion:country
4073,socket:type1
4074,nuclear_explosion:site
4075,seamark:conspicuity
4076,ski:nordic
4077,ref:tn:codegeo
4078,bridge:name:ko-Latn
4079,brand:th
4080,swisstopo:SHN
4081,electric_power
4082,siggra:energy_saving
4083,siggra:quality
4084,sidewalk:left:width
4085,mown
4086,currency:PLN
4087,overtaking:backward
4088,us.fo:postnr
4089,us.fo:veganr
4090,us.fo:galdandi_frá
4091,bath:type
4092,version
4093,us.fo:adressutal
4094,nuclear_explosion:type
4095,seamark:obstruction:water_level
4096,cxx:code
4097,boundary_type
4098,name:is
4099,car_wash
4100,building:levels:aboveground
4101,MOE:years
4102,destination:colour:ref
4103,information:public_transport
4104,railway:signal:route
4105,shooting
4106,seamark:beacon_special_purpose:colour_pattern
4107,lit:indirect
4108,flag:colour
4109,source:license
4110,dist:yellow
4111,parking:condition:right:vehicles
4112,health_facility:CD
4113,building_count
4114,nuclear_explosion:date:utc
4115,sdot:bike_rack:type
4116,mdt_base_route
4117,sdot:bike_rack:facility
4118,sdot:bike_rack:id
4119,trafikverket
4120,ref:FR:STAR
4121,floor
4122,is_in:province_code
4123,sdot:bike_rack:condition
4124,street:id
4125,name:ms-Arab
4126,railway:signal:route:form
4127,cxx:id
4128,cost
4129,is_in:region_code
4130,survey:lon
4131,survey:lat
4132,grade
4133,survey:datum
4134,website:menu
4135,calibration:datum
4136,railway:signal:whistle:only_transit
4137,ref:pat:cat
4138,ref:pat:id
4139,survey:ele
4140,shelterid
4141,villageid
4142,plotdesc
4143,parking:ticket:zone
4144,endpoint:busbar
4145,highway:position
4146,educamadrid:fax
4147,ref:seedcode
4148,name:prefix:at
4149,intersection
4150,branch:en
4151,disused:military
4152,socket:type2_cable:output
4153,seamark:light:6:colour
4154,destroyed:highway
4155,language:others
4156,alt_name:ga
4157,usability:skate
4158,seamark:light:6:character
4159,nuclear_explosion:shot_name:en
4160,source:opening_hours
4161,seamark:marine_farm:category
4162,nuclear_explosion:series
4163,addr:street_1
4164,lawyer
4165,checkpoint:type
4166,seamark:daymark:colour
4167,rock
4168,seamark:notice:2:function
4169,operator:ownership
4170,name:lld
4171,seamark:notice:1:function
4172,note:retag
4173,seamark:light:6:sector_start
4174,destination:to:lanes
4175,seamark:notice:2:category
4176,community
4177,seamark:notice:1:category
4178,fuel:diesel_B
4179,watsan:location
4180,uk_postcode_centroid
4181,seamark:light:6:sector_end
4182,loc_name:prefix
4183,education_profile:general
4184,addr:neighborhood
4185,addr:village:sl
4186,road_name
4187,addr:village:hu
4188,is_in:admin_level7
4189,nuclear_explosion:purpose
4190,flood:rain
4191,species:ru
4192,tunnel:name:en
4193,opengeodb:lon
4194,opengeodb:lat
4195,storage
4196,short_name:ja
4197,description:sk
4198,is_in:department
4199,check_date:fee
4200,seamark:mooring:water_level
4201,buoy
4202,memorial:ref
4203,currency:CHF
4204,note:sk
4205,PDF_closed
4206,turn:forward
4207,name:mrj
4208,loc_name:fr
4209,disused:route
4210,block
4211,building:part:levels
4212,naptan:LocalityName
4213,heating
4214,seamark:cable_submarine:category
4215,abandoned:ref
4216,pressure
4217,source:minspeed
4218,landscape
4219,watsan:users_per_day
4220,addr:sector
4221,ref:götuskrá
4222,crossing:surface
4223,maxspeed:general
4224,seamark:light:4:sequence
4225,seamark:light:6:height
4226,lamp:type
4227,legal
4228,school:specialty
4229,column:size
4230,closest_town
4231,tree:type
4232,gomel_PT:note
4233,left:county
4234,highway:note
4235,seamark:light:1:category
4236,telephone
4237,right:county
4238,seamark:light:6:range
4239,cash_withdrawal:type
4240,jastrzebiegis:opis
4241,sidewalk:left:smoothness
4242,loc_name:ca
4243,oa:version
4244,oa:lat
4245,oa:lon
4246,project:anr_cohesion_bouake
4247,ref:whc
4248,demolished:building:levels
4249,oa:imported_by
4250,scrub
4251,kct_green
4252,school:CD
4253,ref:fr
4254,flickr
4255,PISO
4256,ZONA
4257,LOTE
4258,LOTE_PISO_
4259,NRO_MZ
4260,UNIDAD
4261,CTA_CTE
4262,whitewater:section_grade
4263,CTA_CTE_BL
4264,vine_row_orientation
4265,phone:FR
4266,nuclear_explosion:time:utc
4267,source:traffic_sign
4268,not:network:wikidata
4269,seamark:light:6:period
4270,old_name:fr
4271,cash_withdrawal:fee
4272,description:nl
4273,ref:FR:CRTA
4274,us.fo:fixpunkt_lysing
4275,crossing:on_demand
4276,turn:backward
4277,BLOQUE
4278,compensator
4279,historic:usage
4280,meadow_type
4281,operator:funding
4282,railway:cbtc
4283,contact:addr
4284,building:buildyear
4285,operation
4286,gas_insulated
4287,maintained
4288,payment:mastercard_contactless
4289,heritage:operator:short
4290,ft_link
4291,payment:lightning_contactless
4292,name:si
4293,ohv
4294,motorcycle:repair
4295,school:enrolment
4296,long_name:fr
4297,plant:output:hot_water
4298,official_name:etymology:wikipedia
4299,fields
4300,source:architect
4301,type_idn
4302,protection_object
4303,shared_taxi
4304,seamark:pipeline_submarine:product
4305,shoulder:smoothness
4306,restriction:bicycle
4307,quality
4308,description:he
4309,source:boundary
4310,fields_ID
4311,lit:perceived
4312,seamark:recommended_track:orientation
4313,NO_SITE
4314,NO_PRMT
4315,repd:id
4316,cash_withdrawal:purchase_required
4317,COMM_CODE
4318,notional_area
4319,condo
4320,NHD:Reachcode
4321,solar:tracking
4322,camp_pitch:type
4323,service:vehicle:repairs
4324,beacon:frequency
4325,copy_facility
4326,building:demolished
4327,nature
4328,paving_stones:colour
4329,ref:ipa
4330,mapwithai:source
4331,NO_PRMT_SI
4332,deep_draft
4333,pe:ubigeo
4334,cycleway:left:traffic_sign
4335,operator:MNC
4336,class:bicycle:touring
4337,alt_name:uk
4338,naptan:NptgLocalityCode
4339,FASTEIGNAH
4340,ruined
4341,telegram
4342,railway:end_date
4343,source:amenity
4344,motorcycle:lanes
4345,changing_table:location
4346,levelpart
4347,parking:condition:both:residents
4348,water:type
4349,gate
4350,ref_old
4351,is_in:health_level10
4352,name:sh
4353,brand:el
4354,payment:bancomat
4355,contact_person
4356,railway:historic
4357,LAT
4358,post_box:apertures
4359,name:language
4360,facility_type
4361,ethnic
4362,ref:nobil
4363,ref:FR:uic8
4364,gns_ref
4365,source:deep_draft
4366,old_name:zh
4367,network:zh-Hant
4368,recycling:PET
4369,census
4370,razed:power
4371,buskerudbyen:cycleway
4372,label:manufacturer
4373,building:roof:height
4374,maxspeed:medium
4375,cycleway:left:foot
4376,building:levels:top
4377,fence:function
4378,sign
4379,service:vehicle:car_parts
4380,pipeline:ref
4381,lst:tillkomst
4382,name:scn
4383,place_numbers
4384,species_ja
4385,driving_side
4386,ref:nld
4387,destination:int_ref:lanes
4388,ref:FR:CTRL
4389,seamark:landmark:function
4390,school:de
4391,seamark:light:1:national_information
4392,awareness:red_cross
4393,end_date:source
4394,legal_status
4395,origin
4396,crossing:end
4397,crown_radius
4398,beacon:code
4399,metcouncil:node_id
4400,ref:name
4401,crossing:width
4402,network:zh-Hans
4403,lottery
4404,ref:fa
4405,ref:gnis
4406,connection_point
4407,mvdgis:nro_espaci
4408,fire_station:type
4409,cabins
4410,IR:zone
4411,ref:ctb
4412,fire_object:type
4413,is_in:right
4414,fdot:county
4415,change_machine
4416,de:strassenschluessel_exists
4417,safety_rope
4418,abandoned_date
4419,caravan
4420,proposed:maxspeed
4421,payment:icsf
4422,ref:section
4423,emergency:both_ways
4424,whc:inscription_date
4425,memorial:addr:city
4426,railway:signal:route:states
4427,destroyed:building:levels
4428,_Area_Ha_
4429,it:fvg:regional_catalog:corsi_acqua:nome_consorzio
4430,cmt
4431,railway:signal:electricity:turn_direction
4432,memorial:addr:street
4433,toll:motorcycle
4434,AUTO_ID
4435,stop_code
4436,ccc
4437,gm_type
4438,artist:wikipedia
4439,addr_villa
4440,source:nat_name
4441,currency:MYR
4442,wdb:source
4443,shape
4444,ref:idol
4445,seamark:vertical_length
4446,abandoned:voltage
4447,parking:left:fee
4448,seamark:light:5:sequence
4449,atm:operator
4450,note:fr
4451,ele:local
4452,is_sidepath:of:ref
4453,note:fi
4454,building:number
4455,destination:symbol:to:lanes
4456,is_in:left
4457,railway:switch:local_operated
4458,parish_type
4459,KSJ2:airport_id
4460,name:mg
4461,KSJ2:CompositeCurve
4462,KSJ2:NA3
4463,new
4464,overtaking:trailer:conditional
4465,abandoned:frequency
4466,pilgrimage
4467,bridge_number
4468,source:sport
4469,destination:en
4470,stone_type
4471,addr:city:es
4472,heritage:ref:inspire
4473,name:wa
4474,removed:operator
4475,heritage:ref:gem
4476,corbett
4477,ref:seq
4478,source:tunnel
4479,courts
4480,source:maxgcweightrating:hgv
4481,building:shape
4482,name:gv
4483,buoy:colour
4484,nuclear_explosion:yield
4485,charging_station:output
4486,es_fid
4487,clcfile
4488,bath:open_air
4489,bus_lines
4490,memorial:website
4491,building:description
4492,addr:old_street
4493,related:wikipedia
4494,abandoned:usage
4495,ref:FR:CNC
4496,name:az-Arab
4497,heritage:website:sipa
4498,place_of_worship:type
4499,lunch
4500,service:vehicle:body_repair
4501,tiger:name_direction_suffix_3
4502,monitoring:cosmic_ray
4503,scale
4504,OGD-Stmk:ARZTNR
4505,cycleway:smoothness
4506,razed
4507,ref:signed
4508,OGD-Stmk:OBJECTID
4509,building:part:material
4510,addr:postal_district
4511,name:war
4512,educamadrid:url
4513,gis-lab:status
4514,ref:clochers.org
4515,payment:mastercard_electronic
4516,maxspeed:default
4517,depot
4518,ref:dpti:suburb_num
4519,park_type
4520,destination:colour:lanes:forward
4521,gantry:type
4522,massage
4523,bridge:name:ja-Hira
4524,message:front
4525,gtfs:id
4526,addrcountry
4527,species:ca
4528,parking:condition:left:default
4529,aeroway:light
4530,vaccination
4531,tiger:zip
4532,construction:amenity
4533,addr:street_direction_prefix
4534,dock
4535,forested
4536,source:noname
4537,meadlsc_description
4538,road_lcd
4539,parking:condition:both:reason
4540,nursery
4541,seamark:notice:distance_down
4542,massgis:ref
4543,Household Code
4544,stop_name
4545,ctry
4546,deposit_occurrence
4547,network:website
4548,ref:Chiltern_Society
4549,education:type
4550,ref:usfs
4551,CLC:details
4552,surveillance:signed
4553,minibus
4554,source:man_made
4555,source:note
4556,kind
4557,railway:maximum_current
4558,destination:symbol:lanes:forward
4559,name:smj
4560,tiger:zip_right_4
4561,jastrzebiegis:id
4562,not:addr:postcode
4563,seamark:notice:distance_up
4564,class:bicycle:roadcycling
4565,service:tipping
4566,shop_1
4567,historic:highway
4568,pitlatrine:description
4569,seamark:light:2:national_information
4570,cyclerating
4571,description:pl
4572,cyclestreets_id
4573,ref:packeta
4574,source:contact
4575,road
4576,graham
4577,railway:line_ref
4578,ref:FR:cadastre
4579,generator:output:biogas
4580,signed_direction
4581,name:gu
4582,historic:start_date
4583,seamark:light:3:national_information
4584,arete
4585,name:ee
4586,PASS_route
4587,demolished:amenity
4588,wrong_sign
4589,sidewalk:right:traffic_sign
4590,pseudo
4591,construction:power
4592,railway:platform_height
4593,SHAPE_Area
4594,source:published_date
4595,postal_code:serial
4596,brand:be
4597,dsa:criteria
4598,ref:FR:MemorialGenWeb
4599,historic:ref
4600,abandoned:waterway
4601,submerged
4602,community:gender
4603,payment:paypal
4604,building:owner
4605,parking:condition:left:reason
4606,KSJ2:AAC
4607,url:0
4608,goods:conditional
4609,ref:Wuppertal
4610,seamark:notice:2:impact
4611,school_type
4612,railway:platform_length
4613,guideposted_leads_to_ref
4614,alt_name_3
4615,traffic_restriction
4616,desert
4617,pre-CLC:landuse
4618,seamark:light:2:group
4619,certifications
4620,drink:tea
4621,monitoring:traffic
4622,seamark:notice:1:impact
4623,operator:rm
4624,fungsi_bgn
4625,currency:JPY
4626,ref:FR:RATP
4627,ref:norgesgruppen
4628,marking
4629,commune
4630,parking:condition:both:maxstay
4631,check_date:ramp
4632,source:operator
4633,addr:substreet
4634,building:roof:material
4635,weather_protection
4636,cityracks.installed
4637,description:hu
4638,name:zh-Latn-pinyin
4639,wikipedia:es
4640,recycling:garden_waste
4641,piste:trailblazed
4642,name:kw
4643,lcn_type
4644,old_name:es
4645,socket:type2_combo:current
4646,not:operator:wikidata
4647,suburb
4648,twitter
4649,cliff
4650,src:id
4651,period
4652,seamark:bridge:clearance_height_closed
4653,addr2:postcode
4654,name:cadastre
4655,source:building:levels
4656,windings
4657,disused:operator
4658,seamark:berth:name
4659,addr2:city
4660,payment:ep_easywallet
4661,milepost:county
4662,thermometer
4663,railway:etcs:start_date
4664,arivac:name
4665,ref:EEG
4666,is_in:ward
4667,parking:condition:both:default
4668,parking:condition:area
4669,arivac:type_id
4670,alt_name:sv
4671,reference:feature
4672,profile
4673,access_aisle
4674,feeding:type
4675,number
4676,ref:se:pts:postort
4677,feeding:for
4678,was:operator
4679,railway:gauge
4680,bridge:name:ko
4681,wikipedia:pl
4682,alt_name1
4683,LON
4684,cycleway:segregated
4685,gomel_PT
4686,source:destination:mapillary
4687,name:ru:word_stress
4688,source:ref:penndot
4689,rank
4690,railway:zsi127
4691,tickets:public_transport
4692,osmuid
4693,seamark:light:4:national_information
4694,cocktails
4695,bridge:name:ja-Latn
4696,phone:call_center
4697,nuclear_explosion:hole
4698,university
4699,agrarian
4700,socket:type2_combo:voltage
4701,households
4702,last_check
4703,official_name:ar
4704,toll:2021-08-31
4705,ref:yamato:area4disaster
4706,ref:yamato:subarea4disaster
4707,toll:hov
4708,ref:kartverket:hytte
4709,destination:colour:lanes:backward
4710,coach
4711,water_type
4712,seamark:radio_station:category
4713,sym
4714,alt_name:cs
4715,surface:de
4716,arivac:typetxt
4717,note:toll
4718,ref:volan
4719,note:warning
4720,area:size:ha
4721,weather:anemometer
4722,to:en
4723,water_tank:city
4724,destination:symbol:lanes:backward
4725,check_date:existence
4726,alcohol
4727,climbing:bolted
4728,gender_access
4729,interval:conditional
4730,naptan:AtcoAreaCode
4731,GIS_ID
4732,waste_basket:excrement_bags
4733,payment:blik
4734,ref:posten
4735,construction:surface
4736,piste:status
4737,historic:end_date
4738,from:en
4739,ref:fiskeridir
4740,heritage:operator:wikidata
4741,park:type
4742,ref:mphp
4743,traffic_island
4744,source:lcn
4745,bus_stop:type
4746,unosat:acquisition_date
4747,unosat:objectid
4748,unosat:event_code
4749,seamark:light:6:sequence
4750,nswlpi:cadid
4751,milestone_type
4752,naptan:AdministrativeAreaCode
4753,name:udm
4754,active_traffic_management
4755,maxheight:physical
4756,barrier:keypad
4757,name:sc
4758,name:cr
4759,naptan:SourceLocalityType
4760,Id
4761,kitchen:facilities
4762,smoothness:inline_skates
4763,gtfs_stop_desc
4764,staff_count:doctors
4765,seamark:platform:category
4766,GPS_accuracy_meters
4767,tiger:name_type_4
4768,route_version
4769,motorroad:tunnel
4770,monitoring:seismic_activity
4771,destination:street:lanes
4772,destination:symbol:to:forward
4773,parking:condition:right:reason
4774,light
4775,staff_count:nurses
4776,name:mez
4777,railway:name
4778,redwood_city_ca:bldg_id
4779,is_in:admin_level8
4780,is_in:block
4781,naptan:Area_Name
4782,cosmha_stm
4783,operator:ja-Latn
4784,source:cycleway:width
4785,course
4786,ref:ONS
4787,type:IIBSN
4788,name:zgh
4789,cycleway:left:smoothness
4790,class
4791,recycling:electrical_items
4792,Household Info By
4793,service:bicycle:diy
4794,currency:DZA
4795,OBJTYPE
4796,ref:INS
4797,name:yi
4798,wheelchair:description:cs
4799,variable_message:model
4800,ref:MA:HCP
4801,name:zza
4802,fixing_phase
4803,water_system
4804,fuel:electricity
4805,name:arz
4806,vhf
4807,refitted
4808,landslide_prone
4809,tiger:COUNTYFP
4810,haifa-ref
4811,seamark:beacon_lateral:vertical_length
4812,marilyn
4813,fuel:biogas
4814,date:converted
4815,sidewalk:left:foot
4816,sidewalk_orientation
4817,antenna:type
4818,ref:park
4819,fhrs:inspectiondate
4820,contact:country
4821,ref:FR:aec31
4822,tram:segregation:physical
4823,tiger:AREAID
4824,CAPTUREACT
4825,CAPTUREYEA
4826,FEATURECOD
4827,siren:model
4828,KSJ2:file_name
4829,cycleway:lanes
4830,winter_service:priority
4831,piste:classic:lanes
4832,KSJ2:COP:V
4833,KSJ2:COP
4834,cycleway:right:separation
4835,seamark:light:5:national_information
4836,anthropogenic
4837,seamark:signal_station_traffic:category
4838,currency:GBP
4839,socket:schuko:output
4840,baseball
4841,name:or
4842,source:offset
4843,ref:catastro
4844,climbing:boulder
4845,source:date:ref:aec31
4846,genus:uk
4847,parking:condition:right:residents
4848,ele:ellipsoid
4849,roller_ski
4850,genus:lv
4851,ref:VAG
4852,name:th-Latn
4853,_OBJECTID_
4854,commercial
4855,snowshoe
4856,ref:IE:smr
4857,parking:lane:right:diagonal
4858,historic:building
4859,service:bicycle:chain_tool
4860,disused:office
4861,cycleway:oneway
4862,highway:ref
4863,ele:wgs84
4864,addr:street:ca
4865,lgbtq
4866,check_date:wheelchair
4867,railway:name:VPE
4868,nuclear_explosion:height_of_burst
4869,check_date:smoothness
4870,grape_variety
4871,ele:nn
4872,fair_trade
4873,established
4874,unit
4875,proposed:name
4876,origen
4877,books
4878,contact:tripadvisor
4879,gns:adm1
4880,measurement
4881,name:etymology:wikidata:missing
4882,name:vls
4883,nagacity:surf_type
4884,nagacity:cond_id
4885,short_name:ar
4886,nagacity:rdbuffer
4887,nagacity:categ_id
4888,classification
4889,ref:IE:census2015
4890,obstacle:wheelchair
4891,maxwidth:physical
4892,gns:fc
4893,sanitary_dump_station:grey_water
4894,historic:era
4895,kll:oid
4896,ACTIVO
4897,sanitary_dump_station:chemical_toilet
4898,parking:primary_usage
4899,animal_boarding
4900,waterway_category:NDS
4901,cinema:3D
4902,source:nat_ref
4903,check_date:bench
4904,official_route
4905,proposed:landuse
4906,education_level:primary
4907,guidepost:lastcheck
4908,taxon:ru
4909,local_authority:FR
4910,red_turn:right
4911,parking:lane:left:diagonal
4912,support:material
4913,MAN
4914,vicinal_type
4915,nivel_ts
4916,ponderado
4917,contact:yelp
4918,ZON
4919,hombre
4920,CUN
4921,DIS
4922,vulnerab_r
4923,cat_resist
4924,mujer
4925,riesgo_ca
4926,riesgo_bf
4927,riesgo_rm
4928,riesgo_ts
4929,cat_1
4930,cat_2
4931,cat_3
4932,vehicle:lanes:forward
4933,nivel_bf
4934,nivel_ca
4935,nivel_rm
4936,vulnerab
4937,porc_c1
4938,porc_c2
4939,porc_c3
4940,tot_viv
4941,tot_hab
4942,source:ref:aec31
4943,note:time
4944,power_source
4945,ref:FR:TUB
4946,capacity:note
4947,glacier:type
4948,surface:middle
4949,FIXME:maxspeed
4950,drain:material
4951,removed:ref
4952,payment:troika
4953,ref:network
4954,kct_yellow
4955,animal_shelter
4956,aeroway:light:colour
4957,old_name:lt
4958,aerodrome
4959,light:source
4960,aeroway:light:character
4961,hazmat:HK:1
4962,hazmat:HK:5
4963,barrier:personnel
4964,source:taxon
4965,is_in:quarter
4966,hazmat:HK:2
4967,obstacle_name
4968,highchair
4969,strapline
4970,farmland:type_idn
4971,Ruter:pay_zone
4972,tfl:programme
4973,ref:mav
4974,Ruter:id
4975,fuel:1_25
4976,name:De_Lijn
4977,mattress
4978,feeding:fodder
4979,Ruter:name
4980,AREAID
4981,Tiger:HYDROID
4982,certification
4983,site_status
4984,Ruter:code
4985,toll_method
4986,service:vehicle:electrical
4987,note:maxspeed:url
4988,monitoring:air_quality
4989,flood:send
4990,communication:bos
4991,name:historic
4992,name:gcf
4993,lanes:marked
4994,ref:VHAG
4995,admin_title
4996,brand:he
4997,seamark:notice:2:system
4998,seamark:shoreline_construction:construction
4999,education:curriculum
5000,satellite_point
5001,guard_rail:type
5002,ref:MDT
5003,sand
5004,disused:ref
5005,name:lzh
5006,ref:PH:CELO
5007,seamark:notice:national_information
5008,name:myv
5009,maxweight:total
5010,street_cabinet:lock
5011,building:cullis:height
5012,bearing
5013,old_ref:1923
5014,bike_handle
5015,ref:t4t35.fr
5016,ref:planningapp
5017,canal_base_material
5018,socket:type2_cable:current
5019,restriction_designation
5020,bburg:dataset
5021,destination:colour:arrow
5022,straeto:BUSFASTNR
5023,disused:opening_hours
5024,old_name:etymology:wikidata
5025,furniture
5026,name:ia
5027,ref:GB:decc
5028,post_box:mouth
5029,building:roof:type
5030,cycleway:traffic_sign
5031,from:ar
5032,walls
5033,source:construction
5034,toilet:present
5035,surface:lanes
5036,ocha:type
5037,operator:he
5038,embedded_rails:lanes
5039,source:addr:housename
5040,check_date:segregated
5041,heath
5042,socket:type2_cable:voltage
5043,kct_red
5044,addr:housenumber:first:right
5045,full_name:fa
5046,license
5047,uploaded_by
5048,massif
5049,education_form:fulltime
5050,addr:housenumber:last:right
5051,assisted_trail
5052,contact:address
5053,marsh
5054,LandPro08:DE5
5055,top_width
5056,addr:provincia
5057,playground:sandpit
5058,seamark:light:9:colour
5059,P_S_COMM
5060,paving_stones:direction
5061,website:source
5062,payment:sms
5063,LandPro08:LC
5064,seamark:reference
5065,seamark:light:9:character
5066,seamark:radar_transponder:category
5067,PMT_SITE
5068,LandPro08:LU
5069,payment:waon
5070,kindergarten:FR
5071,LandPro08:LCLU
5072,KSJ2:PRN
5073,bottom_width
5074,routing:bus
5075,source:phone
5076,status:en
5077,tree:cut
5078,canvec:CODE:1580010
5079,tree:cut:de
5080,solitary
5081,contact:skype
5082,proposed:power
5083,seamark:buoy_safe_water:colour
5084,seamark:notice:distance_start
5085,seamark:construction
5086,DENOMINACI
5087,seamark:light:9:sector_start
5088,seamark:building:function
5089,defensive_works
5090,education:fees
5091,seamark:light:9:sector_end
5092,ref:mphp50
5093,tessellate
5094,payment:touchngo
5095,railway:aws
5096,symbol:hu
5097,name:old
5098,watsan:sanitary_bin
5099,seamark:light:9:height
5100,cadastre
5101,name:bar
5102,gtfs_agency_url
5103,USGS-LULC:CLASS
5104,gtfs_agency_name
5105,currency:XLT
5106,shoulder:bicycle
5107,gtfs_description
5108,name:abbr
5109,scout
5110,payment:snap
5111,junction:name:en
5112,ref:cadw
5113,avz
5114,payment:e_zpass
5115,emergency:helipad
5116,disused:barrier
5117,water_park
5118,zone:Montenbus
5119,source:overtaking
5120,dist
5121,source:maxspeed:towing
5122,attached_to
5123,FNODE_
5124,interzone:Montenbus
5125,maxspeed:children_present
5126,nobrand
5127,rhn_ref
5128,shoulder:left
5129,seamark:light:9:period
5130,seamark:light:8:sequence
5131,local
5132,VILLAGE_ID
5133,GLOBAL
5134,CODE94X
5135,class:bicycle:non_experienced
5136,legal_type
5137,PRIORITY
5138,ref:NGCP
5139,name:cdo
5140,FIXME:bicycle
5141,exhibit
5142,ref:hmdb
5143,railway:electrified
5144,source_ref:maxspeed:hgv
5145,payment:card
5146,seamark:light:9:range
5147,identifier
5148,name:jv
5149,USGS-LULC:LEVEL_II
5150,disused:aerialway
5151,water_quality_issue
5152,USGS-LULC:LEVEL_I
5153,maxspeed:reason
5154,SHAPE_STLe
5155,dwellings
5156,bburg:maint
5157,apartments
5158,mdds:PLCN
5159,seamark:buoy_safe_water:colour_pattern
5160,service:vehicle:painting
5161,cargo_bike
5162,payment:pikepass
5163,toponym
5164,fixme2
5165,name:suffix:en
5166,viewpoint
5167,panchayath
5168,election:year
5169,source:foot
5170,not:name:note
5171,source:traffic_sign:mapillary
5172,LENGTH
5173,mobile_phone:repair
5174,security:light_type
5175,SHAPE_STAr
5176,building_roof_material:sheet_metal
5177,capacity:classrooms
5178,was:barrier
5179,seamark:beacon_isolated_danger:colour
5180,wikipedia:de
5181,ref:RS:nkd
5182,tenant
5183,short_name:int_name
5184,rtc_rate
5185,railway:signal:distant:deactivated
5186,source:health_facility
5187,water_purification
5188,incline:traffic_sign
5189,bburg:name
5190,highway_ref
5191,lamps
5192,hgv:minaxles
5193,communication:amateur_radio:sota
5194,junction:name:zh
5195,bburg:id
5196,highway:name
5197,symbol:de
5198,ethnic_group
5199,design:de
5200,sidewalk:left:oneway
5201,dnt:classification
5202,validate:no_name
5203,insurance:SVA
5204,climbing:grade:uiaa:max
5205,name:ki
5206,SIRUTA:code
5207,currency:CZK
5208,larochelle_id
5209,right:region
5210,school:cycle
5211,brand:ca
5212,LPOLY_
5213,RPOLY_
5214,seamark:light:6:group
5215,fixme:addr
5216,new_ref
5217,name:yo
5218,seamark:buoy_safe_water:shape
5219,ref:miaaddr
5220,addr:post
5221,restriction:bus
5222,road_marking:colour
5223,ref:DE-HE
5224,alt_name:ms
5225,name:krl
5226,virtual
5227,toaddl
5228,toaddr
5229,was:network
5230,sidewalk:right:segregated
5231,KKOD
5232,maxspeed:wet
5233,destination:symbol:to:lanes:backward
5234,fraddl
5235,fraddr
5236,fetype
5237,TNODE_
5238,inner
5239,timezone
5240,id_adres
5241,cultivo
5242,seamark:gate:category
5243,short_name:es
5244,reference
5245,paho:id
5246,codul_entității_muzeale
5247,USGS-LULC:CNTYNAME
5248,USGS-LULC:STATECTY
5249,building_base_material:concrete
5250,paho:department
5251,pow
5252,operator:rwn
5253,paho:commune
5254,ref:refugesinfo
5255,upload_version
5256,paho:district_id
5257,rys
5258,image:access_sign
5259,paho:region_id
5260,service:vehicle:tires
5261,tourism_survey
5262,boundary_name:de
5263,paho:commune_id
5264,source:geometry:lbltype
5265,seamark:shoreline_construction:conspicuity
5266,lst:anmärkning
5267,drink
5268,climbing:grade:uiaa:min
5269,Zone
5270,capacity:tents
5271,beacon:colour
5272,ref:lwdtrees
5273,idp:status_20150514
5274,lamp_type:ru
5275,ref:right
5276,source:electrified
5277,ref:sobory.ru
5278,name:cho
5279,seamark:notice:distance_end
5280,alt_name:dak
5281,sustrans_ref
5282,ref:FR:illenoo
5283,continuous
5284,mml_class
5285,alt_name:paw
5286,alt_name:qua
5287,fish
5288,running
5289,monument:natural
5290,disused:emergency
5291,source:prominence
5292,ref:sibapo
5293,military_service
5294,tiempo
5295,payment:bitcoincash
5296,source:reg_name
5297,education:extra_sports
5298,name_4
5299,language:es
5300,bing
5301,website:ua
5302,check_date:ref
5303,highway:name:en
5304,shoes
5305,services
5306,railway:signal:fouling_point
5307,ref:pt_id
5308,source:generator
5309,woodland
5310,ref:pmf
5311,name_alt:ja
5312,name:pfl
5313,addr:housenumber:last:left
5314,seamark:notice:1:orientation
5315,loc_name:zh
5316,note:official_name
5317,ncn_milepost
5318,proposed:cycle_network
5319,ref:2018
5320,colonnade:left
5321,payment:wic
5322,gun_emplacement_type
5323,brand:wikipedia:es
5324,insurance:VA
5325,ref:ks
5326,source_ref:maxspeed:towing
5327,building:material:concrete
5328,insurance:BVA
5329,social_centre:for
5330,razed:natural
5331,fuel:diesel_G2
5332,seamark:cable_overhead:category
5333,gps:hdop
5334,ISJ:name
5335,cycleway:right:separation:left
5336,brand:youtube
5337,diet:lactose_free
5338,corine:ID
5339,ref:MN
5340,name:tt-lat
5341,addr:housenumber:first:left
5342,payment:jcoin_pay
5343,barrier:type
5344,education:management_committee
5345,bburg:type
5346,OBJECTID_1
5347,parking:condition:time_interval
5348,railway:crocodile
5349,source:mineral
5350,KATEGORI
5351,busbar
5352,addr:housenumber:source
5353,stilt_house
5354,it:lombardia:ctrn:strade_secondarie:OBJECTID
5355,highway:start_date
5356,ruin
5357,wikipedia:he
5358,window:width
5359,dnt:iid
5360,Road
5361,railway:block
5362,name:gag
5363,crossing:marking
5364,climbing:toprope
5365,usability
